tweet,toxic,rand,class2
onde eu fiquei totalmente sem a parte de cima kkkkkkkkkkkk,0,0.025470088,2
"vamos beber uma corona@user
calor desse @user",0,0.144970078,2
os cara só fala merda falando tô trabalhando na obra p paga pensão kkkkkkkkkkkkkkkkkk esses cara e foda,0,0.153457023,2
"puto, supertaças são para ser jogadas no país de onde elas são... agora supertaça francesa na China? que merda é esta? https://t.co/lVaIgwIAI7",1,0.489985137,1
meu filho pertuba e bagunça td mas quando ele sai eu fico com sdds do nenenzão da mamãe 👦💘🥰,0,0.302045396,2
"@user porra namoral tu é uma morena linda serio msm se eu fosse homem te pegava , muito maneira me amarro na tua ❤",1,0.642597018,1
@user vsf fdp,1,0.076536552,1
"@user @user @user será que o brisola pensaria isso? ah! ""o brisola está morto, babaca""",1,0.468519551,1
"A metodologia utilizada para analisar as rela莽玫es e categorias econ么micas era a-hist贸rica, estas eram dadas como pressupostos universais das condi莽玫es vigentes. Por茅m, era fruto da filosofia anal铆tica de Kant e Descartes, uma racionaliza莽茫o abstrata em forma de verdadeira ci锚ncia",0,0.005797208,2
"porra, que tesão. alguém me chama pra fuder",1,0.91026963,1
"@user porra e eu q comprei uns bgl do aliexpress e ganhei um croped deles, usei pela estampa mas sem saber... ai todo mundo, nossa vc gosta de bts e eu  fiquei q diabo é isso....",1,0.550437505,1
comprei um shampoo e um condicionador vegan eu tô tão feliz :),0,0.203804427,2
@user @user @user vontade de ir pra lá ajudar os índios a descerem o cacete.,1,0.544853174,1
@user vc é feio pra caramba!,1,0.41336177,1
"@user ai gente, sacanagem que ontem eu parei de jogar vídeo game só pra assistir e ela não apareceu kkklkklk ninguém me disse nada",0,0.457741939,2
"aaaaaaa amém senhor, vai ficar faltando a f21 ainda mas com fé em god no futuro abre",0,0.860252184,2
é muito injusto que eu tenha vindo pra esse mundo sendo que nunca vou poder dar ou ao menos beijar esse homem,0,0.35672769,2
"Bagulho louco né tirei um tempinho pra vir visitar minha bisavô que tá muito doente, ela me diss que sou o único que faz carinho nele pra dormir pqp não parei de chorar desde esse momento",0,0.278642301,2
"rt @user aí só porque tirou, ele cai https://t.co/krgzdwooha",0,0.323814444,2
estou de férias caralho,1,0.017347881,1
@user casal mais feio da saramago??,1,0.729226053,1
@user porra tu é linda amiga linda ❤️,1,0.596734148,1
"@user @user paulo é meu saco, cara de rato do caralho",1,0.418782939,1
parece que tinha umas 500 pessoas aqui em casa ontem pq que bagunça do carai bicho,1,0.060459176,1
"[🎉] Yugyeom ganhou duas páginas na  Revista10STAR  pela votação do dol Champ as páginas poderam ser feitas com o design dos próprios fãs. 

Essa é as segunda vez que ganhamos coisa do tipo, bom trabalho Ahgase! ❤️

#GOT7 @user https://t.co/0zzT4kGabk",0,0.001145819,2
Os cara tão parando o tempo deles p fazer textão p falar do Flamengo mano kkkkkkkkkkkkkk se vcs que não torcem pro Flamengo já ficam louco com ele imagina quem é torcedor??? Deixa o povo comemorar porra kkk,0,0.432964382,2
@user caralho 🔥,1,0.064672709,1
rt @user @user @user mais uma fake da foice de sp  #stfvergonhanacional https://t.co/jihxaxfsr2,1,0.016481258,1
rt @user lucas botti manda foto do cu pelado pelo amor de deus pfv https://t.co/ev0jcyavmq,1,0.680424689,1
"cara minha mãe tem uma porra de mania de toda hora lançar um VEM CA MARCELY no maior tom de seriedade 

eu atendo já pensando em todas as merdas que fiz na minha vida (e nas que não fiz também) no fim quando chego eh so pra olhar uma coisa engraçadinha no facebook dela",1,0.541239395,1
"6. quando eu coloco algo na cabeça, já era",0,0.112211202,2
"@user Deixa de ser idiota. Você sabe que não tem nada a ver com a tecnologia, sabe que por conta da fraqueza dos árbitros sul-americanos e por força política dentro da confederação.",1,0.350088835,1
"a porra do celular caiu no chão e não acende nem pelo crl, pqp",0,0.664555673,2
rt @user a guerra contra a ci锚ncia 茅 uma das caracter铆sticas do fascismo. https://t.co/e4mbk6xrve,0,0.002256851,2
porra que arrependimento de mão ter investido mais naquele gatinho do tinder :/,0,0.213072231,2
"isto tem a mesma vibe que ""todos os homens s茫o uma merda""
s贸 afeta quem 茅",0,0.334366402,2
rt @user fazendo meu papel de bom amigo marcando keylla em 300 memes ❤️,0,0.472677614,2
"Virou rotina ver macho escroto falando mal pra ganhar biscoito ""AiN BaIxEi O tT sO pra XiNgAr KpOpEr"" NOSSA COMO VC É AFRONTOSO EM https://t.co/mVLFW0jMmG",1,0.111868491,1
"puta q pariu, eu odeio q fique me proibindo de fazer oq eu quero",1,0.881236846,1
"mas o povo que votou neles gostam muito desses discursos

até quando vocês vão demorar pra perceber isso?!",0,0.457449364,2
escroto pra caralhooooooo,1,0.113262911,1
"rt @user “deuses nascem todos os dias mesmo e os melhores tem a pele preta”

delacruz arrasa fala sério",0,0.546198676,2
"É por essas e outras que eu vou processar a HBO:

AQUELE momento do final de “Game of Thrones” envolvendo o Trono de Ferro foi um acidente https://t.co/cC1qrTjLTz via @user",0,0.220993017,2
caralho 😢,1,0.161168152,1
vamo carai,0,0.600884308,2
bem isso kkkkk,0,0.123288046,2
"@user olha aqui , eu não to brincando 🤬",0,0.18323102,2
rt @user @user vtnc vacilao,1,0.765612159,1
"tava ali na frente com os cara no solzinho trocando altas ideia, porra vim p baía ta uma friaca aqui dentro vsf 😣",1,0.630913158,1
"As bactérias cadavéricas camufladas de militantes político-partidários esquerdistas, ou vice-versa, apavoram-se diante da VERDADE, que, como a luz solar do meio-dia, atravessa-lhes os olhos e cega-lhes o cérebro.",1,0.85951971,1
@user só vamo carai!!,1,0.888712365,1
"@user @user rola dms, br fazer acontecer mrm, da ideia na dm ai",0,0.348398378,2
@user caralho kkkk,1,0.893111001,1
"que chuvinha chata, pqp",0,0.704631547,2
@user e melhor nois gabaritar aquela merda pqp n aguento mais simulado,1,0.96276944,1
rt @user tão mais fácil usar o cu https://t.co/0bbuwd62yk,1,0.84189706,1
@user tu tu kkkkkk ia ser legal na real kk,0,0.969416314,2
"pq você é o amor da minha vida? 

CARALHO QUE INFERNO GAROTA LINDA DA PORRA — Olha só, você que é ok? Aff perfeita😻❤️❤️ https://t.co/grjQQWTzCi",1,0.064906187,1
"come carregador come fecho das minhas mochilas/bolsa, come meus absorvente, calcinha, escova e agora ela acabou de comer os dois miojo que comprei tnc chegahhhh",1,0.252217304,1
homem de 60 anos ferido na sequ锚ncia de atropelamento em聽albufeira https://t.co/gu8nwrfsu8 https://t.co/klx02htfkk,1,0.882274174,1
vai se fudeeeeeee q jogo sensacional caralho agr é olímpiadas 😎😎😎😎,1,0.859771612,1
mês mal começou e eu já chorei a cota inteira,0,0.057197881,2
eu simplesmente odeio falar de mim pra uma pessoa que n茫o me fala dela. me sinto totalmente vulner谩vel,0,0.85415705,2
rt @user porra é só o tempo fechar que eu fico resfriada,0,0.001954426,2
caralho q sorte #voleinaglobo,0,0.991300214,2
"hoje eu acordei triste , mais acordei com a certeza q vc estar em um lugar melhor que eu , feliz aniversário maminha , seria seus 2.2",0,0.099543124,2
"eu vejo e fico porra eu não sei quem eu amo mais???

obvio o bakugo já ta em primeiro mas fora isso??!!",0,0.275316693,2
"o que falta nas pessoa é respeito, se tu sabe que o local de atendimento fecha 13h NAO DEIXE PRA VIM EM CIMA DA HORA!! as pessoas precisam sair pra almoçar, nem todo mundo ta disponivel o dia todo pra te atender so pq tu nao quis sair cedo de casa",0,0.639608057,2
"@user Ahaha Eu andei la MAs n fazia Nd quanto à alimentação e asism , no entanto o meu irmão era bue fininho e agora está mais gordo pq começou a mudar a alimenrecow e a fazer exercício ...",0,0.441232184,2
@user vai ter no apple podcasts,0,0.178369827,2
"a pessoa não vai se sentir desconfortável PORQUE ELA VAI ESTAR MORTA, e cara quem se sente desconfortável sabendo que mesmo depois de morto vai estar literalmente podendo salvar a vida de pessoas que estão a meses ou anos em uma fila esperando por um órgão para ficarem bem??? https://t.co/Xu5il0p15o",0,0.74051476,2
olhando as fotos do primeiro ano no maria e porra vou sentir uma falta da escola e dos amigos que gosto,0,0.333260196,2
"rt @user piranha nao muda sempre vai pisca bct pra uma glock na cintura 
#vemtranquilodia10",1,0.72926576,1
@user @user @user @user @user @user @user @user @user @user @user A mim n茫o me pedir,0,0.109377533,2
"rt @user crl, não vejo a hora pprt.. https://t.co/akhpzt1elq",1,0.843155529,1
tô cansada mano pqp,1,0.985043675,1
semana paia pra ser chamar jade,0,0.246423844,2
rt @user era s贸 uma dessa de presente 馃槱馃槶 https://t.co/tjylfomli5,0,0.057835004,2
"rt @user nem parece que é puta, hahahaha .  atendendo em sp até amanhã, whatsapp: 19989357547 https://t.co/cgtsu7h3tn",1,0.150150092,1
"ganhamo, caralho",1,0.55933028,1
"rt @user caraio, o vestido não sobe https://t.co/iexj8t2ads",0,0.458413296,2
"uh... destruição, legal. https://t.co/h3jdaa2jgo",0,0.572503236,2
"nunca, nunca mesmo eu vou entender o tipo de pessoa que abre mão de amizades por causa de namoro!",0,0.811265599,2
@user sulista = aberração,1,0.159946156,1
@user @user conhece o paulista?,1,0.445564633,1
"@user o cara é gordo,espera oq dele??? kkkkkkk",1,0.032163402,1
rt @user @user pqp vitao é minha religião,1,0.289051017,1
@user grande professore 🤗💪,0,0.501571343,2
assim que a bolsa estourou minha mãe resolveu fazer a unha do pé pq eu não podia vir ao mundo e o pé dela estar feio e vocês?,0,0.100047249,2
"bicho burro demais
ele beijou e nao sabe reconhecer",1,0.436134121,1
"#rdnnobailedacedae

vai fluir e ninguém vai entender nadaa haha ❤️",0,0.444517326,2
"Eu acho tão feio casal que se expõem demais nas redes sociais e quando a gente de fora, conhece o casal e sabe que não é toda aquela fidelidade exposta na internet da logo um ranço",0,0.85074688,2
"@user Eu militei sobre isso. Todo mundo de qualquer fandom sexualiza seus idolos, TODO MUNDO, não importa se é gay ou hetero. Imagina coisas em sua mente, coisas obcenas! Ai quando uma pessoa faz isso, fulanas e fulanos vai la e cai em cima matando. Hipocrisia que fala.",0,0.333873199,2
rt @user muitos dizem q tem mas não tem porra nenhuma https://t.co/ipell9yoss,1,0.205606349,1
rt @user tudo que precisava hoje nesse frio gostoso de bh era um macho pra me fuder gostoso 😈 https://t.co/kylsjbxf7f,1,0.304234167,1
@user caralho tu quer q ela chore???,1,0.487899951,1
"Vamos levantar quanto esta senhora levou da lei Roubanet!  Vamos verificar e postar caso tenha sido uma das “beneficiadas” que estão covardemente fora do Brasil, depois de mamarem muito nas tetas, morando na Europa e jogando pedra a distância!  Traidora! Volta para cá. Isaura!!!",1,0.347794872,1
caralho eu to tremendo de frio puta merda,1,0.25344178,1
"- Ei! psiu!!!
- Oi. É comigo?
- Sim, porra. Vem aqui
- O que foi?
- Chega mais. Chega mais.
- Tô ouvindo. Diz.
- pau no cu do bolsonaro https://t.co/FL3DWNEBi9",1,0.842263229,1
"da saga fotos que rola postar só no tt😅😊💙
📸:@user https://t.co/zurov8wl0m",0,0.827689861,2
"minha meta é terminar o ano sem engravidar kkkkkkkkkk, porra geral grávida",0,0.700488654,2
@user siiiim kkkkkk ainda assim é divertido pra caralho,1,0.631253599,1
"caralho, meu celular quebrou dnv e o de thayná rachou mais ainda a tela kkkk só prejuízo mane",0,0.137704959,2
"ele não deve estar ligando muito né, pq todo dia tu posta esse mesmo lomotif",0,0.616902604,2
@user tem coisa q é hormônio ta vsf,1,0.64131132,1
"agora o cara vai postar coisa do trampo dele que inclusive é brabo pra carai, e vamo ter q aguentar o povo falando q é p provocar ex, ces vivem p cuidar da vida dos outros e ainda cuidam errado... q doença 😓 https://t.co/chQIdtNNVs",1,0.370480782,1
"Bolsonaro e sua corja moldam a verdade a sua maneira, portanto uma mentira. Colocam, então, fanáticos da bíblia na Comissão da Verdade, para acabar com ela. E milicos, cuja especialidade é mentir (chamam isso de contrainteligência). https://t.co/7OneyQGmfo",1,0.517286125,1
@user tem conseguido graças a dizer mal do clube.,0,0.204488285,2
@user o meu com certeza seria virginópolis,0,0.331823159,2
@user vamos foder de novo?,1,0.299334498,1
"rt @user cliente: poxa minha consiga tá demorando de chegar.
o motoboy: https://t.co/y0acrt2xds",0,0.917388223,2
rt @user não é por mal mas já vi pelo menos 20 vezes esse vídeo 🥵🥵🥵🔥🔥🔥 isso é adoço ou quê. faack @user https://t.co/qbwjy…,1,0.853676289,1
@user @user kkkkkkkkkkkkk pqp!,1,0.230064088,1
"porra sai do meu quarto, não vou aguentar 4 anos. quero a minha privacidade 🙄🙄🙄🙄🙄",1,0.142090117,1
"rt @user eu tô com o cu piscando pra comprar um monte de roupa sendo que tenho outras coisas pra fazer, deus me segura",1,0.010670653,1
bota feio nisso,1,0.126194751,1
eu sou mto sem noção pqp,0,0.829338484,2
"ela tem cores, curvas, sabores, coisas que seduz 😏💥 https://t.co/dmxcftwfm6",0,0.793958225,2
@user vou tentar hj! valeu flor 🌸🌸🌸,0,0.150081967,2
@user @user amiga perdi 50% da minha postura de piranha,0,0.115266495,2
"Eu só quero dizer que eu amo esse filme com todas as minhas forças desde a primeira vez que vi em 2015 obrigada Disney por nos dar uma trilogia incrível com atores, diretores e todos os envolvidos incríveis. 🥺💕❤️💜💙💛 #Descendants3 https://t.co/1nEqF1PsMO",0,0.682729411,2
"pras novinha é pau, pra minha ex é tchau e já foi 🎶🎶",1,0.473248704,1
deve ser muito estranho transar com camisinha néon a gente lá no ato e olha pro meninão ele lá brilhando mais que a ariana grande,1,0.005700611,1
@user me desbloqueia agr seu fodido👺,1,0.919660935,1
o frio não ta pra brincadeira não pqp,1,0.477531118,1
@user mlk mais gato desse site,0,0.870973467,2
@user odaiv é aberração msm kkkkkk bolsonaro ta é certo de quer acabar com essa promiscuidade msm,0,0.520983276,2
caralho funciona mesmoo,1,0.257979573,1
sem nenhum defeitinho,0,0.073963862,2
"gente, n existe isso de trocar namoro por amizade e vice versa, vcs tem que aprender a separar as coisas rs, nenhuma relação supre a outra. Obvio que seu namorado(a) não deve proibir de sair/falar com seus amigos, ai é outra história... Mas trocar uma relação pela outra, n existe",0,0.862611971,2
"@user @user No final, o negão xingou o cara de 'nigga'. Eu interpretei q foi em tom irônico, como se o cara q apanhou tivesse xingado ele com essa palavra anteriormente.

Glossário: nigga em inglês é uma ofensa contra pessoas da cor negra. É algo como ""crioulo"" aqui p nós. Muito pejorativo.",0,0.443151017,2
"rt @user a melhor onda na história da wsl

você é ridículo filipe toledo  https://t.co/evburvdetb",1,0.590595918,1
pro pessoal do fandom é canon só o que eles querem que seja kkkk pena,0,0.251449914,2
vai se foder isso n pode acontecer pó,1,0.916788152,1
pqp ficou incrivelmente bom isso ai caralho,1,0.887657769,1
que vídeo satisfatório pqp https://t.co/3phrjec8mt,0,0.570008756,2
"Escolhendo uma personalidade para amanhã:
a) adulta, séria e responsável;
b) sunshine kitty, bem influenciada pelo sol em leão;
c) empoderada e bonita pra caralho;
d) cult, do contra, refinada;
e) séria, Kitty, empoderada e cult.",1,0.405939489,1
@user deus me dibreee kkkk detesto filme ou documentário de terror,0,0.5782549,2
@user Caralho queria pegar a jenni de ontem q colocar frnte a frente com essa só pra vc ouvir tudo oq vc me falou ontem jsnjssj VC É INCRIVEL E LINDA,0,0.126532263,2
puta que pariu to acordada mas eu não queria,1,0.37837088,1
"vc tem uma lábia do caralho pra desenrolar — chamou pro desenrolo, caiu no papo dos crias, já era https://t.co/ajxonfkrxi",0,0.56822247,2
"Está havendo uma forte censura por parte das redes sociais contra os canais de direita.

Um espaço que deveria ser plural não está dando oportunidade para opiniões diversas. É lamentável, viu...",0,0.626268275,2
rt @user caralho 5 meses pra acabar o ano ja kk vai de leve 2019 vc ta muito bom pra acabar,0,0.108360909,2
meu menino fez gol xjdbxjfndhdhsjs,0,0.765372436,2
ai gente nao respondendo do jeito q eu planejei na minha cabeça gente toxica do caralho,1,0.593446482,1
virei o psicólogo,0,0.539492203,2
se essa conta floppar a gente finge que não aconteceu,0,0.903568235,2
@user bom apetite amigo 😉,0,0.16895147,2
"@user tua mãe passa bem? ????? 
corno fdp😂😂😂😂😂😂",1,0.619487649,1
paguei pau pra editora veneta agora. https://t.co/auilpq5nkm,1,0.47313646,1
"Para de show, que tu não é a Xuxa.
 Agora pode por favor ir cuidar e dar amor ao seu fav e deixar o meu em paz????????",0,0.37816971,2
"rt @user minha mãe me recepciona com um “que bom que chegou, limpa a casa pra mim” https://t.co/b1k3n12j7r",0,0.300785546,2
"sai tchuca vai p lá, que eu gosto só das puta",1,0.39206198,1
@user na verdade o erro das gays é ficar dando biscoito pra hétero escroto.,0,0.166326127,2
ele foi feito pra encher de abraços e eu queria tanto... 🥺 https://t.co/g6qeayvrae,0,0.265490144,2
"@user Você só fala besteira, mas se quiser ir pra Venezuela ou Cuba, abre uma vaquinha pra coletar dinheiro dos trouxas, isso vocês são profissionais.",1,0.432002691,1
@user @user dorme de sapato por via das dúvidas 😂😂😂,0,0.557380459,2
@user morre atropelado filho da puta,1,0.689244288,1
"@user Os mesmos que se fazem de vítimas hoje, não mediram, não medem e não irão medir esforços para verem no poder seus aliados e cúmplices. 

O tempo fará suas máscaras caírem. Depois dirão que foi enganados mais uma vez.

Quem se faz de moderado na defesa da vdd é aliado da mentira!",0,0.865091872,2
estou me sentindo um lixo,0,0.490011287,2
completamente apaixonada pelo álvaro morte puta merda amor não tem idade,0,0.192047442,2
@user ser humano é um lixo,1,0.878056377,1
"Haja ao contrário - ao invés de maldizer ou falar negativamente sobre alguém, diga algo gentil, positivo, encorajador e edificante acerca dele. Quebre o ciclo vicioso do mal.",0,0.759171228,2
"rt @user queria que meus pais fossem mais mente aberta quanto a tristeza que eu sinto, minha falta de sono, minha mente conturbada...",0,0.223891719,2
queria fazer a prova do colégio militar mas não entra quem tem tatuagem então vão tudo toma no cu kkkk,1,0.171432075,1
"rt @user indo ver as amigas que eu gosto e fazer um almocin ,amo tanto vsf",0,0.34075213,2
20 real pra passar a sexta,0,0.911821228,2
"Vc se produz , põe um baby Doll transparente preto, pedi uma pizza e espera o Crush..O cara chega, come a pizza, toma banho e dorme. Dia amanheceu frio da porra..Vc diz: vamos comprar besteiras e passar o dia juntos na cama assistindo filmes?
Não dá, hoje é folga dia de beber 😡",0,0.805898189,2
um total de 0 pessoas,0,0.052119669,2
"@user
- primeira impressão: metida de pocket
- nível de proximidade: não somos próximos
- gosto de você: sim
- considero: uma colega 
- onde conheci: kika
- pra ser honesto: reded é burro",0,0.667359508,2
"@user Putz, tocou  no Ponto célere pra destruir a mudança de cenário das janelas Intenacionais invertidas para nós, me preocupa demais...
pqp!",0,0.221038111,2
"rt @user sm inferno, empresa burra do caralho qual o teu problema????????????

 https://t.co/qncicriz9x",1,0.332189395,1
@user A contratação foi tão impactante na época que lembro de um amigo que torcia para o Fluminense e simplesmente virou Flamengo por causa dessa contratação,0,0.672737199,2
"coisa mais lindx desse mundo, vamos se comer?",1,0.903319801,1
rt @user cada vez que cê volta tem sabor de beijo novo,0,0.976577032,2
@user @user @user @user só falta ser o do século. até o eminem surra esse sem talento do caralho only jabá,1,0.172558927,1
"@user A FAlha pode entrevistar , já o Antagonista não pode.
Que lindo!
Bela democracia!
Depois tem a cara de pau de dizer que autoritário é o Bolsonaro.",1,0.552941058,1
queria saber  quem que doi o (a) fdp que ta falando merda  de mim q n e vdd,0,0.46047276,2
"920 na reda莽茫o por erro besta,, meu NARIZ TODO FUDIDO das ideia merda que eu tenho,, minha PELE parecendo um CHOKITO.... mas mesmo assim com um sorriso na cara COMO EU SOU UMA MENINA FORTE FORTE!!! admira莽茫o total... https://t.co/LVQoNpur6h",0,0.608607446,2
pique o gol que eu meti ontem na associação,0,0.932946053,2
"rt @user que eu saiba, ninguém https://t.co/ghwrlpwbo1",0,0.374039031,2
agora eu to empacada nessa merda pq essa filha da puta nao me responde kk foda-se nunca mais confio em ninguem,1,0.29266274,1
@user @user não compro mais copo com esse fdp,1,0.681301717,1
bem tranquila kkk,0,0.725935645,2
"esqueci a porra do óculos dnv,  passar o dia todo com dor de cabeça",0,0.362061547,2
"rt @user puta merda, enalteça o vitao🤤🤤🤤🤤🤤 https://t.co/owotiz4neq",0,0.333506536,2
tinha tudo pra dar errado. j,0,0.064994122,2
to puta c esse cara so pq ele teve a audacia de comparar fucking metallica com kpop,0,0.056008445,2
"@user ranço? vai se fuder, temos ódio de vagabundos como ele que tenta recrutar crianças.",1,0.592892335,1
"To estudando a história do Maranhão, e mds eu não lembro de mais nada. Inclusive to puto com o fato de que nós poderíamos ter sido colonizados pelos franceses mas as merdas dos portugueses os expulsaram. Já pensou nós Maranhenses falando francês? 

Eu ia ficar um NOOOOOJO",1,0.943835801,1
meu piercing vai dar queloide tenho certeza vai p merda to puta,1,0.744155746,1
".  ╭ ◜◝  ͡  ◜◝    ͡   ◜◝   ͡  ◝
(            véio                   )
(           ridículo              )
  ╰ ◟◞  ͜  ◟◞   ͜   ◟◞   ͜  ◞ 
                      O      O
                   o               o
                 °                      ° https://t.co/XmDKmS8vi1",1,0.235886159,1
rt @user cospe agora desgra莽ado https://t.co/v2flktrwfr,0,0.489779337,2
@user @user @user putinha aguente 3 kkkk socorrooo,1,0.278721601,1
"@user esse vagabundo não tem nada a perder.""o mais valioso ele perdeu a dignidade de ser um homem honesto.",1,0.075525837,1
homem é tudo inútil 0 paciência,0,0.640320871,2
mlq são josé dos campos está frio para um caralho! e ainda por cima está chovendo e ventando.. minha sinusite tá mt agradecida,1,0.731379472,1
@user final da tarde tá pronta só colar einn kkkk,0,0.875521851,2
rt @user porra caralho,1,0.209434486,1
carai q sexta foi essa pcr kkkkkkkkkkk viradao,0,0.94725986,2
"Algum conterrâneo brasileiro e morador de áreas com alto risco de incêndio em Portugal por aí? Quero conversar com vocês para uma notícia sobre a situação no momento. DMs abertas, obrigada! :)",0,0.824814453,2
"rt @user vôlei é uma bosta, tomar no cu",1,0.010962907,1
"uma coisa eu já ouvi de um amigo meu nunca tenha ingratidão com quem já te fortaleceu. essa é que é a verdade, verme não deixa saudade!",0,0.140298181,2
aí porra eu vivo batendo alguma parte do meu corpo em algum lugar da casa,0,0.473437553,2
rt @user alguém pode colocar essa foto no museu por favor? #mpn #nowunited #uniters https://t.co/kilcfcvhnu,0,0.454288946,2
se fosse eu já tinha cortado esse lixo no meio das perna dele com essa faca mesmo 🥰😍,0,0.53438942,2
"rt @user mano????? era só a pessoa não ser uma imbecil, tipo, porra quem quebra o ovo desse jeito??????? 

https://t.co/p4kaiofysn",1,0.480989258,1
@user @user o povo de la deve conhecer a gente como o casal de sapatao que vive brigando jdhdkdhdkdjd pqp,0,0.760707486,2
"no meio da festa e dentro de você, iá iá, essa desgraçada sabe o que fazer, iá iá, só mais uma cerveja e eu chego em você, iá iá",1,0.54458991,1
um açaí me deixaria muito feliz hoje,0,0.190668745,2
"essa é uma pequena thread de desabafo. eu já estou cansada do que chamam de “hate” na internet, de toda a militância desnecessária e da falta de espírito de todos vocês.",0,0.710599549,2
"porra hj eu n botei o pé na rua 
tédio é o nome",1,0.416718966,1
"o negócio é quase do lado da minha casa e tá uma demora da porra, que raivaaaaa",1,0.984468481,1
tira muita onda pqp,0,0.481742121,2
@user muito bom.,0,0.707715111,2
"Sou repórter Ramalhão JCT.Jornal de Cidade Tiradentes Greenwalt e americano honesto 
 SÓ BANDIDO OLHA CARA DESTE SÁFADOS DESTA PROSTITUTA DESTA VAGABUNDO DESTA VACA POLÍTICA E AUTORIDADES CORRUPTAS POEMA A VERDADE.G https://t.co/ul67N8G9kA",1,0.809336963,1
rt @user matéria asquerosa... repúdio! @user https://t.co/7wcq8jmakp,0,0.653216025,2
"e mais uma noite em claro eu passei, com medo da minha mente.",0,0.14927773,2
eu já nem perco meu tempo com esse povo q quer diminuir as conquistas da segunda geração pra enaltecer os fav... tô nessa vida desde 2009 e nunca passei tanta raiva qnto nesses últimos anos... não deveria ter me aprofundado nessa vida,0,0.085452791,2
"@user Pra quem tá falando de violência contra ""trabalhador"", o seguinte:
Geralmente (não tô falando q esse é o caso), madeireiro não tem patrão. Ele extrai, falsifica documento e vende. E também são os próprios que ameaçam e matam índios.

Podem rir a vontade sem peso na consciência.",0,0.86116457,2
"@user Puta merda, vale até apoiar o absurdo do imposto sobre o videogame para abastecer a narrativa caótica da imprensa!!!! Que LIXO!!!!",1,0.652283934,1
"gente eu preciso lavar esse cabelo, pqp",1,0.04717681,1
"Bolsonaro fala em 2017 que vídeo game é um crime, e hoje os gamers pagando pau pra ele por ele falar na possibilidade de baixar imposto sobre games https://t.co/UunZeqOGFe",0,0.875743095,2
rt @user eu sou mt feia é inacreditável alguém ser tão desprovida de beleza assim nenhum detalhezinho bonito nenhum,1,0.854449408,1
voces dois sao maravilhosos demais pqp https://t.co/9fapqzilz4,1,0.111368717,1
"rt @user fuder comigo n quer, agora fuder meu psicólogico quer fácil né",1,0.332669837,1
"em casa o tricolor carioca recebe o forte time do internacional, quem ganha?",0,0.104588072,2
"mood sextouu, até uma formiga me faz chora no dia de hoje",0,0.050539809,2
"rt @user odeio querer usar minhas coisas e n estarem comigo, j谩 fico emburrada j谩馃檮",0,0.781191669,2
"rt @user @user pqp, pq esse velho não morr* logo? https://t.co/fdgarzyhre",1,0.72926289,1
tamo@user de nove,0,0.336407056,2
vai com calma filhos cuidado !!,0,0.335437782,2
que matéria mas retardada,0,0.034145323,2
minha m茫e rindo pqp mulher n茫o tem gra莽a,0,0.618495732,2
"Caralho olha essa mudança, fudeu no tt só vai dar isso agora, e muitas garotas vão entrar em depressão pq sõ engordam na barriga e na cara...",1,0.179093635,1
@user kkkkkk nem a pau,0,0.987261856,2
@user @user Porra vc pede pra acabar com a discussão e provoca e são 3 mimizentas e lavradores contra 1... Aí é foda !!! Mas estou aqui... Vc par de estar gostando .. então vamos lá...,1,0.673306267,1
"Não vai rolar...
Deltan será afastado pelo CNNP, conforme já combinado com o Toffoli.
Esses caras se acham deuses, mesmo agindo como criminosos!",0,0.862011673,2
rt @user achar que é bonito ser feio é o único traço de minha personalidade,1,0.215238687,1
@user odeio? te mandei coisa no caralho do instagram e vc nem me respondeu,1,0.243194347,1
"rt @user estas bem enganado, a gaja mais linda está nesta foto https://t.co/wttaz0cvvt https://t.co/de2y85mf3u",0,0.475797076,2
meu deus falando nisso eu tenho que assistir han solo e não tem no caralho da netflix,0,0.617650929,2
"rt @user @user juro puta de linda, se precisares de alguma cena avisa",0,0.008284815,2
"minha casa muito bagunçada pqp, móvel pra todo lado",1,0.832489929,1
@user amélia....,0,0.747194012,2
@user @user e nisso são uns campeões. irritantes da porra.,1,0.04273265,1
"eu fui tão palhaça nesses últimos dias com toda a história do renjun, comeback do nct u que eu planejei inteiro, entre outras história da neocity, que agora vou só rir assim como as pessoas que tão por aí rindo enquanto eu sou palhaça, vou levar na boa e rir",0,0.149956523,2
@user  troxa mesmo,1,0.907917307,1
saudades apanhar a puta,1,0.002985211,1
rt @user caralho eu pensei que fosse o willa meu deus seu gato é idêntico ao meu gato https://t.co/6ci5tmwtci,0,0.01676955,2
rt @user porra essa chuva tem q parar,1,0.534896038,1
rt @user santiago esvox https://t.co/68ltrboyni,0,0.624245567,2
"fazer comida no forno é pura burrice,demora mil vezes mais do que fritando ou cozinhando na panela,gastando o dobro de gás,pqp pq minha mãe ainda insiste nisso",1,0.820898695,1
"gaga tá mais que certa de se afastar do twitter, essa fã base gringa é escrota demais, que tomem um tiro no cu esses otarios",1,0.68191558,1
@user pequenos incêndios por toda parte,0,0.210099524,2
rt @user essas menina do twiter que so fala de sexo e droga que ser conservadora quando o assunto e protituicão me poupe viu,1,0.851834796,1
rt @user porra é essa eu já tinha socado essa faca no cu desse maluco doente do caralho https://t.co/q6cactory3,1,0.454498795,1
"@user cala a sua boca idiota, queria saber como que eu te aguentei todo esse tempo",1,0.939607843,1
@user a divulgação de eletrocéfalo pesadíssima,0,0.503069977,2
